Date,Citibank,Morgan Stanley,Goldman Sachs,J.P. Morgan
2008-02-25,-0.0151274007,0.0246662146,-0.0019695346,0.002276326
2008-02-26,0.0084883026,-0.0077296601,-0.0262742669,-0.0070406088
2008-02-27,0.0308617715,0.021144024,0.046902178,0.0157822275
2008-02-28,-0.0276049987,-0.032258042,-0.022677024,-0.044359401
2008-02-29,-0.0519792071,-0.0513514166,-0.040011274,-0.0421771216
2008-03-03,-0.026149354,-0.0128204419,-0.0268231024,-0.0204182524
2008-03-04,-0.0428756789,-0.0055316015,-0.0089653258,-0.0158212205
2008-03-05,0.0022624434,0.0029021283,0.0083740523,-0.0114824448
2008-03-06,-0.0442438059,-0.0434049423,-0.038310038,-0.0353640405
2008-03-07,-0.0122814881,0.0047895894,0.0089506023,0.0050843459
2008-03-10,-0.058345345,-0.0391370286,-0.028050258,-0.0287540195
2008-03-11,0.0914169657,0.109399559,0.0481424663,0.0646929825
2008-03-12,-0.0130292605,-0.0348318176,-0.0003680137,-0.0059217044
2008-03-13,-0.0066007023,0.0143867356,0.0149071043,-0.0129500126
2008-03-14,-0.0612244622,-0.0492788245,-0.0518617075,-0.0411965353
2008-03-17,-0.0586451255,-0.0801516582,-0.0372306322,0.1031746004
2008-03-18,0.1122449481,0.1781198412,0.1626936257,0.0595385249
2008-03-19,-0.0144857553,0.0137657486,-0.0518252247,-0.0056192462
2008-03-20,0.1024007515,0.1431529771,0.0789236567,0.0824111118
2008-03-24,0.0342222089,-0.0185222073,-0.004175249,0.0126168803
2008-03-25,0.006446068,0.0143589949,0.0041927548,-0.0105262731
2008-03-26,-0.058496999,-0.0335692612,-0.0231030946,-0.0423360825
2008-03-27,-0.0117914104,-0.0439422883,-0.0418281124,-0.0283382447
2008-03-28,-0.0440568667,-0.0207922307,-0.0219460094,-0.0034998133
2008-03-31,0.0283245027,0.0214572856,0.0057160354,0.0056193399
2008-04-01,0.1129785123,0.0689277228,0.0693512429,0.0942956672
2008-04-02,0.0075503483,0.0049130401,5.6508e-05,-0.0161701702
2008-04-03,0.0141549086,-0.0042778366,-0.0019222933,0.000864987
2008-04-04,-0.0114942649,-0.0261866402,-0.0064012066,-0.0153413789
2008-04-07,0.0215946717,0.0102941601,0.0189851888,-0.0006583059
2008-04-08,-0.0341463171,-0.0097733624,0.0009511442,-0.0149319276
2008-04-09,-0.00757577,-0.0319193833,-0.026607016,-0.0124833256
2008-04-10,0.0055131594,-0.0360086567,-0.0206155738,-0.009932235
2008-04-11,-0.0147617035,-0.0182267781,-0.019055995,-0.0303238023
2008-04-14,-0.0363869854,-0.0151272057,-0.0221757737,-0.024218176
2008-04-15,0.012883136,0.0127996041,0.0037288405,0.0149397349
2008-04-16,0.0280701491,0.0436580423,0.0295371869,0.0674264024
2008-04-17,0.0251706875,0.0220167337,0.0180420168,0.0035587189
2008-04-18,0.0449438321,0.0290823365,0.0454967271,0.0141843753
2008-04-21,-0.0031859936,-0.0119321541,0.0026121326,-0.0115821246
2008-04-22,0.0035956612,-0.0002119068,-0.0035476664,0.0092859164
2008-04-23,-0.0195063458,0.0040263192,-0.0022807577,-0.010952902
2008-04-24,0.045879021,0.0635288716,0.0526344393,0.0403100536
2008-04-25,0.0326086716,0.0051598136,0.0170030569,0.0174579515
2008-04-28,0.0078947594,-0.014610108,-0.0091666406,-0.0094162166
2008-04-29,-0.0182767396,-0.0190342817,0.0128258407,-0.005492142
2008-04-30,-0.0398936722,-0.0073529618,-0.0067988273,0.0121070513
2008-05-01,0.0284922718,0.0355967916,0.0401317249,0.0335781308
2008-05-02,0.0153905352,-0.0003973972,0.0061291182,-0.0119796954
2008-05-05,-0.0242515883,-0.0316040542,-0.0157288108,-0.0135635018
2008-05-06,0.0046602408,0.0067733578,0.002485826,0.0041666875
2008-05-07,-0.0537302217,-0.0375127429,-0.0397247404,-0.0338174474
2008-05-08,-0.0073529533,-0.0154628048,-0.0107503902,-0.0111660082
2008-05-09,-0.0275720041,-0.0111876291,0.001970994,0.0112920958
2008-05-12,0.0004231528,0.0367711714,0.0212132813,0.0143869873
2008-05-13,-0.0258036851,-0.0218258333,-0.0091107871,-0.037256603
2008-05-14,0.0095527441,0.0075090751,-0.0010507907,0.0094547054
2008-05-15,0.0206451742,0.0159710395,-0.0079419869,0.0241777391
2008-05-16,-0.0257058825,-0.0104799835,-0.0078464428,-0.0104211187
2008-05-19,-0.0056228504,-0.0213937306,-0.0146414717,-0.0116053516
2008-05-20,-0.0382774608,-0.0303030729,-0.010683303,-0.0497934529
2008-05-21,-0.0474898223,-0.0426339295,-0.0209942835,-0.0292906858
2008-05-22,0.0313389877,0.0013989742,-0.0078387959,0.0148515094
2008-05-23,-0.0276243098,-0.0260768096,-0.0257336235,-0.0169570039
2008-05-27,0.0255682248,0.0098015773,0.0074142667,0.0163043006
2008-05-28,-0.0027701107,0.0125473005,0.0052323138,-0.0034874914
2008-05-29,0.0203703426,0.0236146598,0.0080649945,0.0165655386
2008-05-30,-0.0068058078,0.0102786891,0.000964588,-0.0130823961
2008-06-02,-0.0196436186,-0.0255483156,-0.0230712993,-0.0197673953
2008-06-03,-0.0018639748,-0.0104407429,-0.0102123363,-0.0061685169
2008-06-04,-0.0158729881,0.0166471036,0.0089107983,-0.0062066843
2008-06-05,0.0066413377,0.028367135,0.0261475877,0.0112898628
2008-06-06,-0.0546653684,-0.0847723481,-0.0405436226,-0.0477434227
2008-06-09,-0.0229312356,-0.0347954414,-0.0217186435,-0.0643552507
2008-06-10,0.0336735,-0.0040619194,0.0087476595,0.0207945359
2008-06-11,-0.0518262571,-0.0535304359,-0.0287662987,-0.0302951154
2008-06-12,0.0353981665,0.0336654987,0.0267857522,0.0237004303
2008-06-13,0.0296631935,0.0693069289,0.0692053553,0.0413050272
2008-06-16,0.0170898435,0.0304580889,0.0213136079,0.0090954265
2008-06-17,-0.0177628274,-0.0401986512,-0.0145532103,-0.0225337512
2008-06-18,-0.0029325806,0.0024636364,0.0185577461,-0.0076844004
2008-06-19,-0.0112745245,-0.0122880318,0.0227607863,-0.0023231801
2008-06-20,-0.0431333522,-0.0375715113,-0.0169046655,-0.0204398696
2008-06-23,-0.0388601036,-0.0315408738,-0.0281874511,-0.026149022
2008-06-24,0.0161725067,0.0258943146,0.0189820263,0.0230540283
2008-06-25,0.0,-0.0065053344,0.0091768218,0.0050370889
2008-06-26,-0.0625994854,-0.0353587742,-0.040239582,-0.0419414403
2008-06-27,-0.0237690836,-0.0032582947,-0.0096448261,-0.0349669879
2008-06-30,-0.0284057623,-0.0174339149,0.0019477315,-0.0211126397
2008-07-01,0.0220763536,0.0146935958,0.0024585936,-0.0084523752
2008-07-02,-0.0169294159,-0.019945329,0.0197341639,0.017048736
